CommonName,FinalID,ParentOrganismFinalID,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicLevelCode,BOLD_Records,BOLD_Records_CA,BOLD_Records_COI,BOLD_Records_COI_CA,BOLD_Records_COI_SW,BOLD_Records_COI_USA,BOLD_Records_ITS,BOLD_Records_ITS_CA,BOLD_Records_ITS_SW,BOLD_Records_ITS_USA,BOLD_Records_rbcL,BOLD_Records_rbcL_CA,BOLD_Records_rbcL_SW,BOLD_Records_rbcL_USA,BOLD_Records_SW,BOLD_Records_trnL,BOLD_Records_trnL_CA,BOLD_Records_trnL_SW,BOLD_Records_trnL_USA,BOLD_Records_USA,GB_18S_count,GB_chloro_count,GB_mito_count,GB_mito_fl_count
NA,Grimmia pulvinata,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia pulvinata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grimmia raymondii,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia raymondii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grimmia serrana,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia serrana,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grimmia sessitana,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia sessitana,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grimmia shastae,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia shastae,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grimmia torenii,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia torenii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grimmia torquata,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia torquata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grimmia trichophylla,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia trichophylla,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grimmia unicolor,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia unicolor,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hydrogrimmia,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Hydrogrimmia,NA,Hydrogrimmia,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hydrogrimmia mollis,Hydrogrimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Hydrogrimmia,NA,Hydrogrimmia mollis,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Niphotrichum,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Niphotrichum,NA,Niphotrichum,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Niphotrichum elongatum,Niphotrichum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Niphotrichum,NA,Niphotrichum elongatum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Niphotrichum ericoides,Niphotrichum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Niphotrichum,NA,Niphotrichum ericoides,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Racomitrium,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Racomitrium,NA,Racomitrium,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Racomitrium lanuginosum,Racomitrium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Racomitrium,NA,Racomitrium lanuginosum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium agassizii,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium agassizii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium atrichum,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium atrichum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium cinclidodonteum,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium cinclidodonteum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium confertum,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium confertum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium dupretii,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium dupretii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium flaccidum,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium flaccidum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium maritimum,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium maritimum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium occidentale,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium occidentale,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium platyphyllum,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium platyphyllum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium rivulare,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium rivulare,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Schistidium tenerum,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium tenerum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Fabroniaceae,Hypnales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Fabroniaceae,NA,NA,NA,NA,NA,Fabroniaceae,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hedwigia,Hedwigiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Hedwigia,NA,Hedwigia,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hedwigia ciliata,Hedwigia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Hedwigia,NA,Hedwigia ciliata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hedwigia detonsa,Hedwigia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Hedwigia,NA,Hedwigia detonsa,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hedwigia stellata,Hedwigia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Hedwigia,NA,Hedwigia stellata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pseudobraunia,Hedwigiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Pseudobraunia,NA,Pseudobraunia,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pseudobraunia californica,Pseudobraunia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Pseudobraunia,NA,Pseudobraunia californica,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Fontinalaceae,Hypnales,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,Fontinalaceae,NA,NA,NA,NA,NA,Fontinalaceae,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Leptobryum,Meesiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Leptobryum,NA,Leptobryum,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Leptobryum pyriforme,Leptobryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Leptobryum,NA,Leptobryum pyriforme,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Meesia,Meesiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Meesia longiseta,Meesia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia longiseta,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Meesia triquetra,Meesia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia triquetra,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Meesia uliginosa,Meesia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia uliginosa,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Leskeaceae,Hypnales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,NA,NA,Leskeaceae,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Epipterygium,Mielichhoferiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Epipterygium,NA,Epipterygium,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Epipterygium tozeri,Epipterygium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Epipterygium,NA,Epipterygium tozeri,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Leucolepis,Mniaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Leucolepis,NA,Leucolepis,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Leucolepis acanthoneura,Leucolepis,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Leucolepis,NA,Leucolepis acanthoneura,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mielichhoferia,Mielichhoferiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mielichhoferia elongata,Mielichhoferia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia elongata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mielichhoferia mielichhoferniana,Mielichhoferia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia mielichhoferniana,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mielichhoferia shevockii,Mielichhoferia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia shevockii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mnium,Mniaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mnium arizonicum,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium arizonicum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mnium blyttii,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium blyttii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mnium marginatum,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium marginatum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mnium spinulosum,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium spinulosum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Mnium thomsonii,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium thomsonii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plagiomnium,Mniaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Plagiomnium,NA,Plagiomnium,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plagiomnium cuspidatum,Plagiomnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Plagiomnium,NA,Plagiomnium cuspidatum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plagiomnium ellipticum,Plagiomnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Plagiomnium,NA,Plagiomnium ellipticum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plagiomnium insigne,Plagiomnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Plagiomnium,NA,Plagiomnium insigne,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plagiomnium medium,Plagiomnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Plagiomnium,NA,Plagiomnium medium,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plagiomnium rostratum,Plagiomnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Plagiomnium,NA,Plagiomnium rostratum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plagiomnium venustum,Plagiomnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Plagiomnium,NA,Plagiomnium venustum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichaceae,Orthotrichales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,NA,NA,Orthotrichaceae,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia,Mielichhoferiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia andaluscia,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia andaluscia,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia annotina,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia annotina,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia bolanderi,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia bolanderi,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia camptotrachela,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia camptotrachela,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia cardotii,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia cardotii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia cruda,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia cruda,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia dummondii,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia dummondii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia elongata,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia elongata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia filum,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia filum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
